NODE_9_length_9095_cov_1.230709	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_3809_length_1430_cov_0.443592	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A1; 
NODE_3841_length_1426_cov_1.098537	Viruses; environmental samples; uncultured marine virus; 
NODE_3904_length_1420_cov_0.718484	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_3917_length_1418_cov_0.983734	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_3932_length_1415_cov_1.340839	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; unclassified Kyanoviridae; Synechococcus phage S-BM3; 
NODE_4023_length_1404_cov_0.655442	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_4094_length_1394_cov_0.898974	Viruses; environmental samples; uncultured marine virus; 
NODE_4190_length_1384_cov_1.090692	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_4364_length_1365_cov_0.878029	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED247; 
NODE_4450_length_1356_cov_0.737998	
NODE_4776_length_1325_cov_0.722871	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_4825_length_1320_cov_0.949707	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_4840_length_1318_cov_1.447523	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED247; 
NODE_5071_length_1301_cov_0.941227	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_5269_length_1286_cov_0.552200	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_5332_length_1281_cov_0.546794	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_5397_length_1276_cov_0.406440	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5602_length_1261_cov_0.810406	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5620_length_1259_cov_0.873675	Viruses; environmental samples; uncultured marine virus; 
NODE_5740_length_1249_cov_0.524064	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; unclassified Ectothiorhodospiraceae; Ectothiorhodospiraceae bacterium; 
NODE_5752_length_1247_cov_1.482143	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_5824_length_1242_cov_0.808969	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_5834_length_1241_cov_0.921005	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; 
NODE_5933_length_1233_cov_0.525316	Viruses; environmental samples; uncultured marine virus; 
NODE_6029_length_1227_cov_0.547273	
NODE_6253_length_1213_cov_0.990792	Viruses; environmental samples; uncultured marine virus; 
NODE_6332_length_1208_cov_0.795560	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_6372_length_1205_cov_1.417440	Viruses; environmental samples; uncultured marine virus; 
NODE_6457_length_1199_cov_3.092351	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6489_length_1198_cov_0.706816	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_6639_length_1189_cov_1.726930	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED232; 
NODE_6679_length_1187_cov_0.728302	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; unclassified Acidimicrobiaceae; Acidimicrobiaceae bacterium; 
NODE_6707_length_1184_cov_11.665090	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6759_length_1182_cov_0.719431	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_6933_length_1172_cov_1.427751	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_7138_length_1162_cov_0.633816	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_7197_length_1159_cov_0.917636	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; 
NODE_7292_length_1153_cov_2.311891	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_7316_length_1152_cov_0.748293	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; unclassified Burkholderiaceae; Burkholderiaceae bacterium; 
NODE_7414_length_1147_cov_0.678431	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium TMED54; 
NODE_7546_length_1140_cov_0.709773	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_7567_length_1139_cov_0.781621	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_7620_length_1136_cov_0.818632	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium TMED36; 
NODE_7714_length_1131_cov_0.717131	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_7788_length_1127_cov_1.029000	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_7832_length_1124_cov_1.801404	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_7919_length_1120_cov_1.086606	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_8175_length_1108_cov_0.926606	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium SAR86A; 
NODE_8196_length_1107_cov_1.169388	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_8208_length_1107_cov_0.810204	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; 
NODE_8421_length_1097_cov_3.559794	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_8476_length_1095_cov_0.971074	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_8529_length_1093_cov_0.848861	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_8549_length_1092_cov_0.994819	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rickettsiales; unclassified Rickettsiales; Rickettsiales bacterium TMED211; 
NODE_8716_length_1085_cov_1.384134	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; 
NODE_8816_length_1080_cov_1.414481	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_8834_length_1080_cov_0.550892	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; 
NODE_8978_length_1073_cov_1.766385	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_9090_length_1069_cov_0.902335	
NODE_9511_length_1052_cov_0.593514	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_9561_length_1049_cov_0.964208	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_9652_length_1045_cov_0.977124	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_9785_length_1040_cov_1.376780	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_9808_length_1039_cov_6.667763	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; 
NODE_9830_length_1039_cov_0.697368	cellular organisms; Bacteria; FCB group; Candidatus Marinimicrobia; Candidatus Marinimicrobia bacterium; 
NODE_9847_length_1038_cov_0.953897	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_9867_length_1037_cov_1.325275	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_9897_length_1036_cov_1.700770	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_10058_length_1031_cov_0.577434	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium TMED57; 
NODE_10342_length_1021_cov_0.809843	cellular organisms; Bacteria; 
NODE_10459_length_1017_cov_0.751685	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Pelagibacter phage HTVC027P; 
NODE_10567_length_1013_cov_0.715576	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10696_length_1008_cov_0.796822	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_10744_length_1006_cov_2.714448	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_10760_length_1006_cov_0.833902	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium TMED235; 
NODE_10920_length_1001_cov_0.787185	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; Eurybiavirus MED4213; Prochlorococcus phage MED4-213; 
NODE_71_length_4755_cov_1.111063	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; unclassified Hyphomicrobiales; Rhizobiales bacterium TMED168; 
NODE_228_length_3532_cov_1.191483	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; Eurybiavirus PHM2; Prochlorococcus phage P-HM1; 
NODE_307_length_3221_cov_1.173239	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_423_length_2925_cov_4.052180	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_441_length_2896_cov_1.886602	Viruses; environmental samples; uncultured marine virus; 
NODE_487_length_2812_cov_3.315456	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_522_length_2754_cov_1.221165	Viruses; environmental samples; uncultured marine virus; 
NODE_603_length_2660_cov_13.816423	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_799_length_2401_cov_1.130607	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_816_length_2388_cov_1.567006	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_830_length_2374_cov_9.697374	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_917_length_2288_cov_0.870893	Viruses; environmental samples; uncultured marine virus; 
NODE_997_length_2219_cov_1.257648	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_1040_length_2188_cov_0.993207	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_1336_length_2023_cov_1.217827	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_1396_length_1992_cov_0.991957	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; 
NODE_1478_length_1957_cov_1.787432	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_1900_length_1794_cov_1.116977	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eurybiavirus; Eurybiavirus PHM2; Prochlorococcus phage P-HM2; 
NODE_2008_length_1766_cov_0.443563	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium TMED112; 
NODE_2104_length_1741_cov_1.397770	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Rhodobacteraceae bacterium TMED160; 
NODE_2194_length_1716_cov_1.311517	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_2323_length_1686_cov_2.812700	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_2352_length_1680_cov_2.207985	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_2425_length_1663_cov_6.965495	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_2435_length_1661_cov_1.245111	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_2634_length_1615_cov_1.140457	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; 
NODE_2756_length_1589_cov_0.716826	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A3; 
NODE_2823_length_1578_cov_0.680910	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Sedonavirus; Sedonavirus tusconh; Synechococcus phage ACG-2014h; 
NODE_3008_length_1542_cov_4.993640	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
